Date,Open,High,Low,Close,Increment,Return,Volume,Turnover
2009-09-30,19.2340,19.4060,18.9500,19.2040,-0.0219,-0.1139,"63,537,684",0
2009-10-01,18.9730,19.0180,18.5180,18.5770,-0.6276,-3.2680,"75,958,097",0
2009-10-02,18.2630,18.7340,18.2410,18.6370,0.0597,0.3214,"51,226,259",0
2009-10-05,18.6520,18.7110,18.3080,18.3980,-0.2389,-1.2819,"60,809,818",0
2009-10-06,18.4280,18.8230,18.4130,18.7490,0.3512,1.9089,"48,795,241",0
2009-10-07,18.6590,18.8010,18.5770,18.7410,-0.0075,-0.0400,"38,473,856",0
2009-10-08,18.9950,19.3390,18.8310,19.1670,0.4259,2.2725,"60,521,239",0
2009-10-09,19.0920,19.2570,19.0100,19.0780,-0.0897,-0.4680,"39,522,259",0
2009-10-12,19.1590,19.3310,19.0780,19.2040,0.1269,0.6652,"29,153,469",0
2009-10-13,19.1080,19.3680,19.0550,19.2720,0.0673,0.3504,"37,748,964",0
2009-10-14,19.5180,19.5630,19.2790,19.3840,0.1119,0.5806,"45,365,489",0
2009-10-15,19.3390,19.9440,19.3390,19.9440,0.5601,2.8896,"65,620,101",0
2009-10-16,19.7500,19.8840,19.4880,19.7870,-0.1571,-0.7877,"56,500,866",0
2009-10-19,19.7790,19.8460,19.6000,19.6820,-0.1046,-0.5286,"48,143,163",0
2009-10-20,19.7270,19.7940,19.3680,19.6900,0.0080,0.0406,"54,613,476",0
2009-10-21,19.7560,19.9730,19.7050,19.8460,0.1563,0.7938,"61,672,603",0
2009-10-22,19.8320,19.9510,19.5100,19.8540,0.0074,0.0373,"61,599,926",0
2009-10-23,21.8030,21.9150,20.8170,20.9220,1.0680,5.3793,"281,760,944",0
2009-10-26,21.0040,21.6680,20.9880,21.4150,0.4929,2.3559,"124,149,662",0
2009-10-27,21.4520,21.5640,21.2350,21.3470,-0.0675,-0.3152,"69,685,783",0
2009-10-28,21.0860,21.4820,20.8700,20.9220,-0.4254,-1.9928,"73,542,323",0
2009-10-29,20.9590,21.2130,20.7950,21.0710,0.1494,0.7141,"65,232,886",0
2009-10-30,20.9290,21.2050,20.6530,20.7050,-0.3659,-1.7365,"73,371,734",0
2009-11-02,20.6820,20.9440,20.4660,20.8170,0.1119,0.5404,"62,432,606",0
2009-11-03,20.6380,20.7120,20.4810,20.5550,-0.2618,-1.2576,"50,294,715",0
2009-11-04,20.6750,21.1980,20.6230,20.9520,0.3962,1.9275,"63,898,306",0
2009-11-05,21.2950,21.4600,21.1160,21.2580,0.3062,1.4615,"52,683,314",0
2009-11-06,21.1910,21.3770,21.0560,21.2950,0.0371,0.1745,"38,909,997",0
2009-11-09,21.3700,21.6530,21.3020,21.6460,0.3512,1.6492,"57,522,019",0
2009-11-10,21.5790,21.8620,21.5120,21.6610,0.0146,0.0674,"65,881,036",0
2009-11-11,21.7130,21.8770,21.6680,21.7430,0.0826,0.3813,"49,693,320",0
2009-11-12,21.6610,22.0190,21.6530,21.9220,0.1790,0.8232,"55,360,706",0
2009-11-13,22.0040,22.2430,21.9300,22.1240,0.2013,0.9182,"53,044,975",0
2009-11-16,22.1090,22.2510,21.9300,22.0560,-0.0671,-0.3033,"54,129,501",0
2009-11-17,22.1240,22.4990,22.1010,22.4990,0.4426,2.0067,"75,648,887",0
2009-11-18,22.4990,22.6040,22.3560,22.5820,0.0826,0.3671,"59,440,915",0
2009-11-19,22.4910,22.4990,22.2740,22.3340,-0.2475,-1.0960,"51,967,660",0
2009-11-20,22.2440,22.3270,22.0720,22.2140,-0.1200,-0.5373,"42,648,018",0
2009-11-23,22.3790,22.5070,22.2740,22.4540,0.2400,1.0804,"41,836,365",0
2009-11-24,22.4620,22.4910,22.3110,22.4310,-0.0227,-0.1011,"37,341,362",0
2009-11-25,22.3560,22.3940,22.1840,22.3410,-0.0901,-0.4017,"32,036,164",0
2009-11-27,21.8310,22.0420,21.5610,21.9140,-0.4273,-1.9126,"29,357,892",0
2009-11-30,21.8620,22.0870,21.7490,22.0560,0.1424,0.6498,"44,174,645",0
2009-12-01,22.1390,22.5360,22.0560,22.5070,0.4506,2.0429,"49,907,182",0
2009-12-02,22.4240,22.4910,22.2360,22.3340,-0.1729,-0.7682,"36,308,524",0
2009-12-03,22.3790,22.6490,22.3190,22.3710,0.0373,0.1670,"43,096,326",0
2009-12-04,22.5360,22.7760,22.3710,22.4840,0.1126,0.5033,"58,819,960",0
2009-12-07,22.3340,22.5590,22.2590,22.3410,-0.1427,-0.6347,"38,082,612",0
2009-12-08,22.1390,22.3040,22.0340,22.1770,-0.1645,-0.7363,"37,407,912",0
2009-12-09,22.1010,22.3560,21.9360,22.2810,0.1045,0.4712,"44,719,350",0
2009-12-10,22.2810,22.4690,22.2440,22.4020,0.1202,0.5395,"45,940,703",0
2009-12-11,22.4760,22.4990,22.3410,22.3860,-0.0151,-0.0674,"43,746,588",0
2009-12-14,22.4310,22.6190,22.4240,22.5820,0.1952,0.8720,"34,651,154",0
2009-12-15,22.4170,22.6560,22.4090,22.5140,-0.0676,-0.2994,"49,473,151",0
2009-12-16,22.5510,22.8070,22.5290,22.5740,0.0599,0.2661,"55,741,169",0
2009-12-17,22.4620,22.4690,22.1770,22.1990,-0.3748,-1.6603,"43,691,182",0
2009-12-18,22.3790,22.8370,22.3490,22.7690,0.5698,2.5668,"94,117,968",0
2009-12-21,22.7990,23.1290,22.7760,22.8890,0.1203,0.5284,"40,132,875",0
2009-12-22,22.9490,23.1960,22.9040,23.1140,0.2250,0.9830,"36,320,920",0
2009-12-23,23.0310,23.2120,23.0170,23.1890,0.0745,0.3223,"28,362,689",0
2009-12-24,23.1590,23.2490,23.0690,23.2490,0.0599,0.2583,"11,083,867",0
2009-12-28,23.2490,23.3840,23.1670,23.3760,0.1276,0.5489,"25,385,575",0
2009-12-29,23.5120,23.6240,23.4210,23.5410,0.1650,0.7058,"29,722,450",0
2009-12-30,23.3620,23.4660,23.0990,23.2190,-0.3219,-1.3674,"42,007,597",0
2009-12-31,23.2340,23.2410,22.8590,22.8590,-0.3602,-1.5513,"31,929,611",0
2010-01-04,22.9640,23.3240,22.9410,23.2120,0.3528,1.5434,"38,414,185",0
2010-01-05,23.1370,23.3240,22.9790,23.2190,0.0074,0.0319,"49,758,862",0
2010-01-06,23.1590,23.3090,22.8890,23.0760,-0.1430,-0.6159,"58,182,332",0
2010-01-07,22.9710,23.0240,22.6410,22.8370,-0.2398,-1.0392,"50,564,285",0
2010-01-08,22.7090,23.1590,22.6790,22.9950,0.1580,0.6919,"51,201,289",0
2010-01-11,23.0310,23.0690,22.5890,22.7010,-0.2931,-1.2747,"68,754,648",0
2010-01-12,22.6120,22.7990,22.4310,22.5510,-0.1500,-0.6608,"65,913,228",0
2010-01-13,22.6940,22.8890,22.5070,22.7610,0.2100,0.9312,"51,863,463",0
2010-01-14,22.7310,23.3240,22.6940,23.2190,0.4579,2.0117,"63,244,767",0
2010-01-15,23.3090,23.4290,23.0310,23.1440,-0.0757,-0.3260,"79,915,648",0
2010-01-19,23.0620,23.4290,23.0080,23.3240,0.1800,0.7778,"46,582,886",0
2010-01-20,23.1060,23.2040,22.7310,22.9410,-0.3822,-1.6387,"54,857,912",0
2010-01-21,22.9570,23.0390,22.4990,22.5070,-0.4344,-1.8935,"73,086,701",0
2010-01-22,22.4990,22.6490,21.6290,21.7190,-0.7883,-3.5025,"102,004,573",0
2010-01-25,21.9290,22.2440,21.8240,21.9890,0.2703,1.2445,"63,381,173",0
2010-01-26,21.8990,22.3860,21.8170,22.1240,0.1348,0.6130,"66,647,676",0
2010-01-27,22.0120,22.3640,21.7640,22.2520,0.1277,0.5772,"63,949,492",0
2010-01-28,22.3790,22.4020,21.6670,21.8700,-0.3820,-1.7167,"117,513,692",0
2010-01-29,22.4240,22.4390,20.7440,21.1340,-0.7357,-3.3640,"193,888,424",0
2010-02-01,21.2920,21.3600,20.9390,21.3070,0.1730,0.8186,"85,931,099",0
2010-02-02,21.2760,21.3740,21.1040,21.3440,0.0375,0.1760,"54,413,654",0
2010-02-03,21.1940,21.5920,21.0890,21.4720,0.1274,0.5969,"61,397,848",0
2010-02-04,21.2840,21.3740,20.8560,20.8790,-0.5927,-2.7604,"77,849,968",0
2010-02-05,20.9990,21.2090,20.6770,21.0140,0.1349,0.6461,"80,960,063",0
2010-02-08,21.0070,21.0590,20.6770,20.7890,-0.2251,-1.0712,"52,826,474",0
2010-02-09,20.9760,21.2540,20.8120,21.0070,0.2178,1.0477,"59,195,742",0
2010-02-10,21.0220,21.1790,20.8790,20.9920,-0.0150,-0.0714,"48,591,246",0
2010-02-11,20.9470,21.2990,20.7740,21.0890,0.0976,0.4649,"65,995,913",0
2010-02-12,20.8560,21.0440,20.6840,20.9470,-0.1426,-0.6762,"81,121,515",0
2010-02-16,21.1950,21.3760,21.1120,21.3610,0.4146,1.9793,"51,938,098",0
2010-02-17,21.4960,21.5870,21.3690,21.5420,0.1805,0.8450,"45,882,842",0
2010-02-18,21.5420,21.8730,21.4810,21.8290,0.2868,1.3314,"42,856,501",0
2010-02-19,21.6920,21.7900,21.6170,21.6770,-0.1513,-0.6931,"44,461,634",0
2010-02-22,21.7300,21.8060,21.5870,21.6470,-0.0300,-0.1384,"36,710,350",0
2010-02-23,21.6090,21.7230,21.1650,21.3460,-0.3011,-1.3909,"52,270,044",0
2010-02-24,21.4890,21.6920,21.3840,21.5720,0.2258,1.0578,"43,166,875",0
2010-02-25,21.3010,21.5870,21.1120,21.5490,-0.0227,-0.1052,"48,735,294",0
2010-02-26,21.5870,21.7380,21.4810,21.6020,0.0529,0.2455,"40,372,889",0
2010-03-01,21.6770,21.8880,21.4960,21.8660,0.2637,1.2207,"43,805,302",0
2010-03-02,21.9110,22.0770,21.2780,21.4440,-0.4222,-1.9309,"93,129,838",0
2010-03-03,21.4810,21.5570,21.3610,21.4440,0.0000,0.0000,"48,442,081",0
2010-03-04,21.4440,21.5870,21.3010,21.5720,0.1283,0.5983,"42,894,184",0
2010-03-05,21.5950,21.6090,21.4140,21.5420,-0.0302,-0.1400,"56,005,054",0
2010-03-08,21.4890,21.7980,21.4740,21.5720,0.0302,0.1402,"39,421,396",0
2010-03-09,21.5190,21.9340,21.5120,21.7000,0.1284,0.5952,"50,278,457",0
2010-03-10,21.7460,21.9340,21.7000,21.8290,0.1282,0.5908,"44,898,608",0
2010-03-11,21.7680,21.9940,21.7380,21.9860,0.1575,0.7215,"35,353,651",0
2010-03-12,22.0920,22.1370,21.8810,22.0540,0.0681,0.3097,"31,709,321",0
2010-03-15,21.9860,22.1300,21.8580,22.0690,0.0152,0.0689,"37,516,750",0
2010-03-16,22.1670,22.2200,22.0010,22.1300,0.0602,0.2728,"36,730,009",0
2010-03-17,22.2280,22.5070,22.1520,22.3250,0.1959,0.8852,"50,386,698",0
2010-03-18,22.3250,22.3930,22.2280,22.3100,-0.0150,-0.0672,"43,845,199",0
2010-03-19,22.4230,22.5290,22.1140,22.2960,-0.0146,-0.0654,"81,341,090",0
2010-03-22,22.2280,22.3780,22.1440,22.3030,0.0072,0.0323,"37,709,017",0
2010-03-23,22.2960,22.5290,22.1600,22.5140,0.2107,0.9447,"42,026,555",0
2010-03-24,22.3930,22.4910,22.3030,22.3400,-0.1733,-0.7698,"33,993,584",0
2010-03-25,22.4760,23.0340,22.4540,22.6120,0.2716,1.2157,"73,176,624",0
2010-03-26,22.6720,22.7550,22.2960,22.3480,-0.2639,-1.1671,"55,604,731",0
2010-03-29,22.3850,22.4690,22.2650,22.2960,-0.0523,-0.2340,"33,340,722",0
2010-03-30,22.3250,22.4990,22.2280,22.4310,0.1350,0.6055,"34,955,871",0
2010-03-31,22.3330,22.3930,21.9790,22.0690,-0.3615,-1.6116,"63,762,620",0
2010-04-01,22.1140,22.2570,21.5650,21.9720,-0.0978,-0.4431,"74,768,063",0
2010-04-05,21.9490,22.1750,21.8730,22.0540,0.0826,0.3759,"34,338,235",0
2010-04-06,21.9640,22.2880,21.8360,22.0920,0.0377,0.1709,"47,366,786",0
2010-04-07,21.9720,22.2720,21.9560,22.1140,0.0226,0.1023,"58,320,552",0
2010-04-08,22.0920,22.5890,22.0770,22.5440,0.4297,1.9431,"63,713,716",0
2010-04-09,22.5670,22.9130,22.5220,22.8600,0.3161,1.4021,"54,755,457",0
2010-04-12,22.7930,22.9730,22.7630,22.8460,-0.0144,-0.0630,"37,074,279",0
2010-04-13,22.7180,22.9810,22.7020,22.9430,0.0976,0.4272,"41,369,986",0
2010-04-14,23.1990,23.3580,23.1020,23.2220,0.2788,1.2152,"68,942,686",0
2010-04-15,23.2220,23.3200,23.1390,23.2600,0.0379,0.1632,"52,748,075",0
2010-04-16,23.1990,23.3430,23.0560,23.1090,-0.1510,-0.6492,"88,707,802",0
2010-04-19,23.1840,23.5460,23.1770,23.3880,0.2786,1.2056,"64,970,248",0
2010-04-20,23.5240,23.6890,23.4560,23.6290,0.2413,1.0317,"52,206,093",0
2010-04-21,23.6060,23.7340,23.5310,23.6060,-0.0227,-0.0961,"55,343,086",0
2010-04-22,23.3880,23.7570,23.2820,23.6520,0.0452,0.1915,"84,847,551",0
2010-04-23,23.4480,23.7950,23.0940,23.3280,-0.3240,-1.3699,"126,766,583",0
2010-04-26,23.3580,23.5690,23.2520,23.4410,0.1131,0.4848,"63,652,231",0
2010-04-27,23.3200,23.5460,23.1700,23.2450,-0.1961,-0.8366,"68,732,315",0
